title,date,date is approximate,performers,instruments,special-guests,adjudicators,description,creator,interviewee,location,digital collection,contributing institution,source,identifier,filename,rights,rightsstatement,format original,type,format,language,reference url,cdmid,CONTENTdm file name,CONTENTdm file path,objectid,youtubeid
Hank Jones [3],1995,yes,"Jones, Hank",piano,,,"5"" x 7"" Hank Jones plays the piano at the Lionel Hampton Jazz Festival.","UI Photo Services; Drobish, Anne",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,HankJones-004,jazzfestf3-004.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/120,120,80.jp2,/jazzfest/image/80.jp2,jazzfest122,
Lionel Hampton and the Lionel Hampton School of Music,1998-02,,"Hampton, Lionel",,,,35mm color slide. Lionel Hampton standing in front of the Lionel Hampton School of Music.,"Kimberling, Michele",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz95-98Misc-009,Jazz95-98Misc-009.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/121,121,86.jp2,/jazzfest/image/86.jp2,jazzfest123,
18th Annual Lionel Hampton-Chevron Jazz Festival Program,1985,,"Dianne Reeves Trio;  Hampton, Lionel;  Getz, Stan;  Hubbard, Freddie;  Jones, Hank;  Brown, Ray;  Carvin, Michael;  O'Day, Anita;  Poole, John;  Hampton, Slide;  Kareon Oleson and Trio",vibes;  tenor saxophone;  trumpet;  piano;  bass;  drums;  vocals;  trombone,,"Smith, Larry; Werner, Rich; Wolking, Henry; Beecher, Dick; Mowad, John; Barduhn, Dave; Baer, Steve; McCurdy, Robert; Bukvich, Dan; Cole, J. Roger; Lyons, Tom; Yasinitsky, Greg; Vevig, Jerry;","6.75""; x 8.5""; event program. Includes artist biographies, concert schedules, competition schedules, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1985-prog,lhijf1985-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/122,122,97.pdf,/jazzfest/image/97.pdf,jazzfest124,
6th Annual University of Idaho Jazz Festival Program,1974,,"Burns, Roy",drums,,"Carrico, John;  Malcolm, Hal; Sheeley, John; Burns, Roy; Spevacek, Robert; Skinner, Lynn;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1974-prog,lhijf1974-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/123,123,120.pdf,/jazzfest/image/120.pdf,jazzfest125,
38th Annual Lionel Hampton Jazz Festival Program,2005,,"Fabian, Christian (aka Fabian Bausch);  Mikami, Kuni;  Watson, Wally ""Gator"";  Stowell, John;  Cole, Freddy;  Alexander, Monty;  Green, Benny;  Malone, Russell;  Hamilton, Jeff;  Clayton, John;  Brecker, Randy;  Roditi, Claudio;  Stafford, Terell;  Findley, Chuck;  McCurdy, Bob;  The Four Freshman;  Ferreira, Bob;  Johnson, Vince;  Eichenberger, Brian;  Calderon, Curtis;  Saarsalu, Lembit;  Vintskevich, Leonid;  Izmailov, Enver;  Pizzarelli, John;  Pizzarelli, Bucky;  Gambarini, Roberta;  Hendelman, Tamir;  Peplowski, Ken;  Person, Houston;  White, Evelyn;  Christiansen, Corey;  Martinez, Jim;  Rawls, Lou;  Monheit, Jane;  Daniels, Dee;  Butman, Igor;  Watrous, Bill;  Daversa, Jay;  Hofmann, Holly;  Lionel Hampton New York Big Band;  Barrero, Tony;  Gemberling, Al;  Guyton, Cleave, Jr.;  McDonald, Marshall;  Martinez, Anibal;  McGowan, Mark;  Miller, Doug;  Simon, John;  Stephens, Charles;  Trowers, Robert;  Hargrove, Roy;  Morrison, James;  Feather, Lorraine",vocals;  trumpet;  trombone;  drums;  alto saxophone;  tenor saxophone;  piano;  bass;  flute;  saxophone;  guitar;  clarinet,"Wicks, Virginia (publicist); Deffaa, Chip (critic); Elwood, Phil (critic)","DeMiero, Frank; Kraintz, Ken; Christensen, Jim; Miller, Robert; Spevacek, Robert; Wooden, Ronald L.; Seiler, Dave; Pisano, Jim; Scovell, Jennifer, Scovell; Martin, Spencer; Ploeger, Kristina; Jones, Terry; Hope, Jim; Strawn, Doug; Jarvis, Heidi; Johansen, Keven; Wright, Brian; McCullough, Chad; Smith, Larry; Merrill, Les; Widner, Jim; Fraser, Teresa; Lambert, Evin; Kambeitz, Michael ""Gus""; Harbaugh, John; Argersinger, Charles; Crawford, Peter; Glenn, Dave; Pisano, Kristin; Hubbs, Randy; Thomas, Jay; Jarvis, Dave; Keberle, Dan; Pugh, Jonathan; Shook, Lee; Sielert, Vern; Sielert, Vanessa; Snider, David; Tapper, Rob; Wolking, Henry; Yasinitsky, Greg; Lubag, Reuel;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2005-prog,lhijf2005-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/124,124,174.pdf,/jazzfest/image/174.pdf,jazzfest126,
26th Annual Lionel Hampton-Chevron Jazz Festival Program,1993,,"Ray Brown Trio;  Brown, Ray;  Green, Benny;  Hamilton, Jeff;  Gene Harris Quartet;  Harris, Gene;  Eschete, Ron;  Humphrey, Paul;  Hughes, Luther;  Roditi, Claudio;  Bromberg, Brian;  Kitaev, Andrei;  Butman, Igor;  Daniels, Dee;  Blade, Brian;  McPartland, Marian;  Ellis, Herb;  Sandoval, Arturo;  Rubin, Vanessa;  Straight Ahead;  Dewberry, Cynthia;  Carter, Regina;  Orr, Eileen;  Hayden-Banfield, Marion;  McKinney, Gayelynn;  Rawls, Lou;  Terry, Clark;  Edison, Harry ""Sweets"";  Heath, Jimmy;  Grey, Al;  Hampton, Slide;  Powell, Benny;  Hinton, Milt;  Mance, Junior;  Tate, Grady;  Lionel Hampton and His Big Band;  Hampton, Lionel;  Rickman, Pat;  Brazel, Gerald;  Reis, Barry;  Pendenza, John;  Stephens, Charles;  Nelson, Jeff;  Davis, Steve;  Boiarsky, Andres;  Guyton, Cleave;  McDonald, Marshall;  Pazant, Edward;  Bryant, Lance;  Mikami, Kuni;  Dorsey, Leon;  Durham, Bobby;  Machado, Gabriel",vibes;  drums;  piano;  bass;  trombone;  tenor saxophone;  trumpet;  vocals;  guitar;  flute;  violin,"Feather, Leonard (critic);","Argersinger, Charles; Baer, Steve; Bouma, Gerry; Call, Steve; Christensen, James; Clayton, Mel; Crawford, Peter; Curnow, Robert; Cutler, James; Dayley, K. Newell; Dodd, Leo; Drury, William; Gard, Robert; Gemberling, Alan; Gjerde, Byron; Glenn, David; Haskell, Jeff; Harbaugh, John; Hubbs, Randy; Jarvis, David; Johansen, Keven; Keberle, Dan; Knoop, Tracy; DeMiero, Frank; McKelvey, Greg; Moawad, John; Owen, Steve; Perconti, Bill; Peters, Perry ""Pep""; Rees, Richard; Schroeder, Greg; Smith, Larry; Smith, Ray; Spittal, Robert; Stemen, Roger; Summers, Bob; Vevig, Jerry D.; Wahls, Myron; Wilkinson, Ron; Wilson, Lorraine P.; Wilson, James D.; Wolking, Henry C.; Yasinitksy, Ann Marie","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1993-prog,lhijf1993-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/125,125,57.pdf,/jazzfest/image/57.pdf,jazzfest127,
5th Annual University of Idaho Jazz Festival Program,1973,,"Werner, Richard",saxophone; trumpet; trombone; piano; bass; percussion,,"Roberts, John; McVey, Larry; Sheeley, John; Billingsley, William; Werner, Richard; Gold, Cecil (Denny); Malcolm, Hal;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1973-prog,lhijf1973-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/126,126,60.pdf,/jazzfest/image/60.pdf,jazzfest128,
Lionel Hampton [1],1992,,"Hampton, Lionel",,,,35mm color slide. Lionel Hampton clapping in front of a larger photograph of him.,UI Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,UA 2016-29,Jazz92-Hamp-018,Jazz92-Hamp-018.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/127,127,170.jp2,/jazzfest/image/170.jp2,jazzfest129,
30th Annual Lionel Hampton Jazz Festival Program,1997,,"Hampton, Lionel;  Jones, Elvin;  Jones, Hank;  Ellis, Herb;  Daltonn, Sasha;  Bromberg, Brian;  Roditi, Claudio;  Alves, Helio;  da Fonseca, Duduka;  Saarsalu, Lembit;  Vintskevich, Leonid;  Butman, Igor;  Margolis, Kitty;  Stowell, John;  Christian, Fabian (aka Fabian Bausch);  Kitaev, Andrei;  Travelin' Light;  Pilafian, Sam;  Vignola, Frank;  Greene, Jimmy;  Crosscurrent;  Yasinitsky, Greg;  McCurdy, Robert;  Agersinger, Charles;  Nelson, Amy;  Bukvich, Dan;  Lovano, Joe;  Golson, Benny;  Cedar Walton Trio;  Walton, Cedar;  Williams, David;  Washington, Kenny;  Candoli, Pete;  Candoli, Conte;  Grey, Al;  Watrous, Bill;  Fontana, Carl;  Krall, Diana;  Daniels, Dee;  Jarvis, Jane;  Rawls, Lou;  Redman, Joshua;  Brecker, Randy;  Monty Alexander Trio;  Alexander, Monty;  Hamilton, Jeff;  Wolfe, Ben;  Roney, Wallace;  Evans, Bill;  Allen, Geri;  Wynters, Gail;  Howe, David;  Reeves, Dianne;  LaVerne, Andy;  Mikami, Kuni;  Bryant, Lance;  Watson, Wally ""Gator""",drums;  saxophone;  piano;  vocals;  trumpet;  tenor saxophone;  trombone;  bass;  tuba;  banjo;  guitar;  vibes,"Wicks, Virginia (publicist); Elwood, Phil (critic); Deffaa, Chip (critic);","Argersinger, Charles; Baer, Steve; Brown, Wilson C.;  Call, Steve;  Cazier, Dave;  Christensen, Jim;  Crawford, Pete;  Cummings, Roy; Dayley, K. Newell;  Gailey, Dan;  Gjerde, Byron;  Glenn, David; Hagen, Scott; Harbaugh, John;  Haskell, Jeff;  Hubbs, Randy; Jarvis, Dave; Johansen, Keven; Keberle, Dan; Klemme, Paul; Lawrence, Jay; Mair, Jim; Merrill, Les; Moawad, John; Perconti, Bill; Peters, Perry ""Pep""; Pilafian, Sam; Pugh, Jonathan; Richins, Steve; Saunders, Marianne; Smith, Larry; Smith, Ray; Spittal, Robert; Strawn, Doug; Stultz, Dave; Versace, Gary; Wolking, Henry; Yasinitsky, Ann Marie; Yasinitsky, Greg;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1997-prog,lhijf1997-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/128,128,107.pdf,/jazzfest/image/107.pdf,jazzfest130,
12th Annual University of Idaho Jazz Festival Program,1980,,"Richie Cole and Alto Madness Quintet; Cole, Richie;  Toshiko Akiyoshi-Lew Tabackin Big Band;  Alexander, Ashley;  Houghten, Steve",trombone;  percussion,,"Alexander, Ashley; Cole, Richie; Houghton, Steve;","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf1980-prog,lhijf1980-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/129,129,56.pdf,/jazzfest/image/56.pdf,jazzfest131,
47th Annual Lionel Hampton Jazz Festival Program,2014,,"Golson, Benny;  Peplowski, Ken;  Kelly, Grace;  Nelson, Josh;  Conley, Shawn;  Forman, Bruce;  Kanner Kevin;  Keezer, Geoffrey;  Jordan, Terell;  Groove for Thought;  Marie, René;  The Yellowjackets;  Ferrante, Russell;  Mintzer, Bob;  Pastorius, Felix;  Kennedy, William;  Lionel Hampton Youth Jazz Orchestra;  Palmieri, Eddie;  Marsalis, Jason",vibes;  piano;  drums;  bass;  saxophone;  keyboard;  vocals;  trumpet;  guitar;  clarinet,"Athayde, Bob; Briggs, Ray; Christiansen, Corey; Nepus, Ira;","Baglio, Brennan; Barduhn, Dave; Briggs, Ray; Cazier, Dave; Christenson, Charlie; Dana, Mike; Doss, Chris; Fischer, Tim; Gemberling, Gary; Gemberling, Kathleen; Gregoric, Dave; Hagelganz, Dave; Hodge, Cheryl; Horenstein, Jeff; Jarvis-Grimes, Heidi; Jones, Susie; King, Bill; Lansing, Nathan; Littlefield, Ed; MacNayr, Kelby; Martin, Spencer; McCurdy, Robert; Mendenhall, Eddie; Miller, Gregg; Molter, Tom; Nilson, Storm; Parker, Shon; Philippson, Georgina; Ploeger, Kristina; Porter, Randy; Reid, Doug; Saccomanno, Tony; Parker, Jennifer (Scovell); Shook, Lee; Skinner, Josh; Skinner, Kate; Smith, Ray; Summers-Baker, Ashley; Turnbull, David; Wakeling, Tom; Ward, Brian; White, Chris; Yasinitsky, Greg","8.25"" x 10.75"" event program. Includes artist biographies, concert schedules, performance schedules, workshop and clinic information, and sponsor information.",Jazz Festival Office,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhijf2014-prog,lhijf2014-prog.pdf,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,document,Image;StillImage,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/130,130,67.pdf,/jazzfest/image/67.pdf,jazzfest132,
